"area","key","es-SP"
"volunteer","couldNotCreateInterest","No se pudo crear interés en los voluntarios."
"volunteer","couldNotUpdateInterest","No se pudo renovar interés en los voluntarios."
"volunteer","createdAt","Creado en"
"volunteer","createProject","Crear proyecto"
"volunteer","creatNewEntry","Crear nueva entrada"
"volunteer","dateEndError","La fecha del voluntariado no puede ser posterior a la fecha de finalización"
"volunteer","dateHoursVolunteered","Fecha y horas de voluntariado"
"volunteer","dateStartError","La fecha del voluntariado no puede ser previa a la fecha de inicio"
"volunteer","declined","Rechazado"
"volunteer","defaultAssignment","Asignación por defecto"
"volunteer","denotesRequiredResponses","Denota las respuestas requeridas."
"volunteer","description","Descripción"
"volunteer","disabled","Desactivado"
"volunteer","disableWaitlist","Desactivar la lista de espera"
"volunteer","documentUpload","Carga de documento"
"volunteer","dontWorry","No te preocupes, estamos trabajando en ello. Vuelve pronto."
"volunteer","duplicate","Registro duplicado: Ya tiene un récord de participación en la junta para esta organización y año"
"volunteer","editDelete","Editar/eliminar"
"volunteer","editHoursVolunteered","Editar horas"
"volunteer","editHoursVolunteeredDesc","Por favor, introduzca su nuevo horario "
"volunteer","editProject","Editar proyecto"
"volunteer","eligibleNonprofits","Sus organizaciones elegibles"
"volunteer","eligibleToApply","Elegible para solicitar"
"volunteer","email","Correo electrónico"
"volunteer","endDate","La fecha de finalización no puede ser antes del año en curso"
"volunteer","endDateAndTime","Fecha y hora final"
"volunteer","endDateInfo","Guardar ahora modificará la fecha de finalización de tarea(s) para la fecha de finalización del nuevo proyecto."
"volunteer","endDateWarning","Advertencia: Una o más de sus fechas de finalización de sus tareas son luego de esta fecha."
"volunteer","enterGrantAmount","Por favor, ingrese la cantidad que le gustaría solicitar."
"volunteer","eventInformation","Información del evento"
"volunteer","eventName","Nombre del evento"
"volunteer","everyHour","¡Cada hora cuenta!"
"volunteer","featuredProjects","Proyectos destacados"
"volunteer","file","Archivo"
"volunteer","filter","Filtros"
"volunteer","findAProject","Encontrar un proyecto"
"volunteer","findAProjectHome"," Encontrar un proyecto"
"volunteer","firstName","Primer nombre"
"volunteer","fullProjectDescription","Descripción completa del proyecto"
"volunteer","fullProjectDesctiption","Descripción completa del proyecto"
"volunteer","grantAmountMax","Monto / Máximo"
"volunteer","grantMax","Se alcanzó la subvención máxima para el programa"
"volunteer","grantRequest","Solicitar una Beca de Voluntario"
"volunteer","groupCreate","Crear grupo"
"volunteer","groupDescription","Descripción del grupo"
"volunteer","groupName","Nombre del grupo"
"volunteer","groupNewGroup","Nuevo grupo"
"volunteer","groupNewGroupDialog","Guardar lista de participantes como nuevo grupo"
"volunteer","groupSaveGroup","Guardar como grupo"
"volunteer","guest","Invitado"
"volunteer","help","¡Ayuda!"
"volunteer","hoursTracking","Horas de seguimiento"
"volunteer","hoursVolunteered","Horas como voluntario"
"volunteer","imInterested","Estoy interesado"
"volunteer","inactiveBoard","Posición inactiva en la Junta"
"volunteer","information","Información"
"volunteer","invite","Invitar"
"volunteer","invited","Invitado"
"volunteer","invited","Invitado"
"volunteer","invitedNotInvited","No Invitado"
"volunteer","inviteSend","Enviar invitaciones"
"volunteer","inviteTooltip","Seleccionar gente para invitar al proyecto a través del correo electrónico"
"volunteer","inviteUninvite","Sin invitar"
"volunteer","inviteVolunteers","Invitar Voluntarios"
"volunteer","joinWaitlist","Únete a la lista de espera"
"volunteer","lastName","Apellidos"
"volunteer","learnAbout","Conozca las oportunidades de voluntariado en su área y regístrese."
"volunteer","learnMore","Mas información"
"volunteer","leaveAll","Abandonar todo"
"volunteer","leaveAssignment","Abandonar asignación"
"volunteer","leaveAssignmentTooltip","Cancelar la inscripción para este proyecto"
"volunteer","leaveProject","Salir del proyecto"
"volunteer","leaveWaitlist","Abandonar lista de espera"
"volunteer","loadingData","Cargando..."
"volunteer","loadingPrograms","Cargando los programas disponibles"
"volunteer","loadingRegistrationInformation","Cargando información de registro ..."
"volunteer","logHours","Ingresar horas"
"volunteer","logHoursTooltip","Registrar horas de voluntariado para este proyecto"
"volunteer","logMyVolHours"," Registrar mis horas de voluntariado"
"volunteer","logPersonalHours","Ingresar horas personales"
"volunteer","logPersonalHoursTooltip","Al seleccionar 'Otro/Ningún proyecto', sus horas NO se designarán a un proyecto corporativo, sino que se registrarán como horas personales."
"volunteer","logPersonalHoursTooltip","Al seleccionar ""Otro/Sin Proyecto"" sus horas NO serán designadas a un proyecto corporativo, en su lugar, serán cargadas como horas personales."
"volunteer","manageVols","Gestionar voluntarios"
"volunteer","massLogHours","Registrar masivamente horas"
"volunteer","maxAmount","Monto máximo disponible"
"volunteer","maxParticipants","Número máximo de participantes"
"volunteer","maxVolunteers","Voluntarios máximos"
"volunteer","mayNotEdit","No se puede editar"
"volunteer","mayNotEditInfo","Usted no puede editar estas horas porque se ha presentado una Subvención para Voluntariado."
"volunteer","meetsAgeReq","Todos los invitados seleccionados cumplen con los requisitos de edad"
"volunteer","messagePlaceholder","Érase una vez ..."
"volunteer","messageVolunteers","Enviar mensaje a voluntarios"
"volunteer","minAge","Se requiere la edad mínima de"
"volunteer","more","Más"
"volunteer","moreGrants","Hay más subvenciones disponibles"
"volunteer","moreHours","Se requieren más horas"
"volunteer","moreVols","Más voluntarios requeridos"
"volunteer","myGivingHistory","Mi Historial de donaciones"
"volunteer","myProjects","Mis proyectos"
"volunteer","myVolunteering","Mi Voluntariado"
"volunteer","myVolunteeringHistory","Mi historial de voluntariado"
"volunteer","myVolunteerism","Mi Voluntariado"
"volunteer","nameOfProject","Nombre del proyecto de voluntariado"
"volunteer","newAssignment","Nueva tarea"
"volunteer","newProjectMessage","Nuevo mensaje del proyecto"
"volunteer","newQuestion","Nueva pregunta"
"volunteer","noActiveBoard","No existen programas de becas de junta activos en este momento."
"volunteer","noAgeRestriction","Sin Restricción de Edad"
"volunteer","noAssignments","Ninguna asignación"
"volunteer","noBoard","No existen registros de la participación de la junta."
"volunteer","noBoard","No existen registros de participación en Junta"
"volunteer","noBoardPrograms","No existen Programas de Becas de Junta activas por el momento. Por favor, intente solicitar luego nuevamente. "
"volunteer","noCoordProjects","Actualmente no está coordinando ningún proyecto."
"volunteer","noFamOrFriends","No se permiten amigos ni familia"
"volunteer","noFeaturedProjects","Todavía no hay proyectos destacados"
"volunteer","noFeaturedProjectsDesc","No se preocupe, estamos trabajando en ello. ¡Vuelva pronto!"
"volunteer","noGuests","Usted no tiene invitados, o todos sus invitados han sido invitados. Añade a un nuevo invitado haciendo clic en ""Añadir"" arriba."
"volunteer","noHours","Horas de voluntario no han sido registradas para este proyecto."
"volunteer","noHours","no se han registrado horas para este proyecto"
"volunteer","noHoursLogged","No existen registros de Horas de Voluntario"
"volunteer","noHoursLogged","No se han registrado horas de voluntariado"
"volunteer","noIndividual","No existen registros de Beca de Voluntariado."
"volunteer","noMatchGroup","El grupo del equipo de coincidencias de beca no se ha establecido adecuadamente."
"volunteer","noMax","Sin máximo"
"volunteer","noMaxVolunteers","No hay numero máximo de Voluntarios"
"volunteer","noneAvailable","Ninguno disponible"
"volunteer","nonprofit","Organización"
"volunteer","nonprofitFocus","Enfoque de la organización"
"volunteer","nonprofitSelection","Selección de la organización"
"volunteer","noOneInvited","Nadie lo ha invitado todavía. Use las pestañas anteriores para encontrar gente para invitar."
"volunteer","noOpenAssignments","No hay tareas abiertas para este proyecto."
"volunteer","noOpenBoard","Actualmente no hay programas activos de subvención de la Junta."
"volunteer","noOpportunities","no hay oportunidades para mostrar, asegúrese de haber ingresado una ubicación válida."
"volunteer","noProject","No hay proyecto"
"volunteer","noproject","No hay proyectos"
"volunteer","noProjectHours","No se encontraron horas del proyecto"
"volunteer","noProjectOther","No hay proyecto/Otro"
"volunteer","noProjectsRegistered","No se encontraron proyectos."
"volunteer","noQuestionnaireResponse","Este usuario no presentó las respuestas del cuestionario"
"volunteer","noRegister","No hay necesidad de registrarse"
"volunteer","noRequirements","No se indican requisitos."
"volunteer","noSkills","No se indican capacidades."
"volunteer","notAMember","Usted no es miembro de ningún grupo, o todos sus grupos ya han sido invitados."
"volunteer","noTeamGrants","No existen registros de Beca de Equipo."
"volunteer","notEnoughOpenings0","No hay demasiadas entradas"
"volunteer","notEnoughOpenings1","Usted ha seleccionado"
"volunteer","notEnoughOpenings2","gente, sin embargo, solo hay "
"volunteer","notEnoughOpenings3","lugares diposnibles. Por favor, modifique sus selecciones."
"volunteer","notEnoughParticipants","Su equipo no cuenta con suficientes participantes."
"volunteer","noVolunteers","No hay voluntarios"
"volunteer","ongoingProject","Vigentes"
"volunteer","openings","Abiertas"
"volunteer","opportunitiesNearMe","Oportunidades cerca de mí"
"volunteer","optionalSurvey","¿Llenar una encuesta opcional?"
"volunteer","options","Opciones"
"volunteer","orgConfirmation","¿Recibió confirmación de la organización sobre los detalles del proyecto?"
"volunteer","otherSettings","Otros ajustes"
"volunteer","participantsSelected","participantes seleccionados"
"volunteer","participateSurvey","Participe en una encuesta acerca de su experiencia como voluntario"
"volunteer","partners","Socio"
"volunteer","pick_list_with_text","Lista de selección con texto"
"volunteer","pick_list","Lista de selección"
"volunteer","pickList","Lista de selección"
"volunteer","pickListWithText","Lista de selección con el texto"
"volunteer","pleaseFillOutQuestionnaire","Por favor, rellene este cuestionario para completar el proceso de registro."
"volunteer","postProject","Publicar proyecto"
"volunteer","postYourComment","Deja tu comentario"
"volunteer","poweredBy","Desarrollado por"
"volunteer","privacy","Privacidad"
"volunteer","privacyInviteOnly","Solo invitar"
"volunteer","privacyPrivate","Privado"
"volunteer","privacyPublic","Público"
"volunteer","processing","Procesando solicitud..."
"volunteer","program","Programa"
"volunteer","project","Proyecto"
"volunteer","projectCancelled","Su proyecto fue cancelado."
"volunteer","projectComplete","Proyecto completado"
"volunteer","projectDateAndLocation","Fecha y Ubicación del proyecto"
"volunteer","projectDescription","Descripción del Proyecto"
"volunteer","projectDetails","Detalles del proyecto"
"volunteer","projectHours","Horas del proyecto"
"volunteer","projectImage","Imagen del proyecto"
"volunteer","projectInfo","Información del Proyecto"
"volunteer","projectIsOngoing","El proyecto está en marcha"
"volunteer","projectName","Nombre del proyecto"
"volunteer","projects","Proyectos"
"volunteer","projectsICoordinate","Proyectos I Coordinar"
"volunteer","projectsNearMe","Proyectos cerca de mí"
"volunteer","questionnaire","Cuestionario"
"volunteer","questionnaireExport","Exportar cuestionario y respuestas como CSV"
"volunteer","questionText","Texto de la Pregunta"
"volunteer","questionType","Tipo de pregunta"
"volunteer","recommendedDimensions","Dimensiones recomendadas: 800 px x 600px"
"volunteer","recommendedDimensions","Dimensiones recomendadas: 800px x 600px"
"volunteer","registered","Registrado"
"volunteer","registeredBy","Registrado por"
"volunteer","registrationClosed","Inscripciones cerradas"
"volunteer","registrationOpen","Inscripciones abiertas"
"volunteer","registrations","Inscripciones"
"volunteer","rejectInvitation","Rechazar la invitación"
"volunteer","removeInterest","Eliminar interés"
"volunteer","requirements","Requisitos"
"volunteer","responses","Respuestas"
"volunteer","resultsFound","Se encontraron resultados"
"volunteer","roster","Lista"
"volunteer","searchByKeyword","Buscar por palabra clave"
"volunteer","selectAdditionalCoordinator","Seleccione Coordinador adicional"
"volunteer","selectAssignmentForHours","Seleccionar asignación para registrar horas"
"volunteer","selectAssignmentToLeave","Seleccione la(s) Asignación(es) que desea abandonar"
"volunteer","selectAVolunteerProgram","Seleccione un programa de voluntariado"
"volunteer","selectNewCause","Seleccione una nueva causa"
"volunteer","selectNewSkill","Seleccione una nueva habilidad"
"volunteer","selectProgram","Seleccione el programa"
"volunteer","selectProject","Seleccionar proyecto"
"volunteer","selectYourAssignment","Seleccione su asignación"
"volunteer","shareStory","Comparta su historia"
"volunteer","shirtSize","Talla de franela"
"volunteer","sign_up_question","Pregunta de inscripción"
"volunteer","sign_up","Inscribirse"
"volunteer","signedUp","Registrado"
"volunteer","signedWaiver","Haga clic en el botón de abajo para enviar su renuncia de derechos firmada."
"volunteer","signUpDeadline","Fecha límite de registro"
"volunteer","signUpFor","Registrarse para"
"volunteer","signUpQuestion","Regístrese para preguntar"
"volunteer","skill","habilidad"
"volunteer","skills","Habilidades"
"volunteer","sponsorOrganization","Organización del patrocinador / la asociación"
"volunteer","startDate","La fecha de inicio no puede ser antes del año en curso"
"volunteer","startDateAndTime","Fecha y hora de inicio"
"volunteer","startDateInfo","Al guardar ahora, cambiará la fecha de comienzo de las tareas para el inicio del nuevo proyecto. "
"volunteer","startDateWarning","Advertencia: Una o más de las fechas de sus tareas son previas a esta fecha."
"volunteer","startEndWarning","¡Pare! La fecha de finalización no puede ser anterior o igual a la fecha de inicio."
"volunteer","submit","Enviar"
"volunteer","suggestAProject","Sugerir un proyecto"
"volunteer","suggestAProjectTooltip","Sugerir un nuevo proyecto de voluntariado para este programa"
"volunteer","suggested","Sugerido"
"volunteer","survey","Encuesta"
"volunteer","surveyQuestion","Pregunta de la encuesta"
"volunteer","teamApply","Aplique para la Beca de Equipo"
"volunteer","teamApplyButton","Este proyecto es elegible para una beca de equipo. ¡Clic aquí para solicitar!"
"volunteer","teamGrantRecordCreated","El registro de Subvenciones para Equipos se creó satisfactoriamente."
"volunteer","teamGrantRecordCreating","Creando su registro de Subvenciones para Equipos..."
"volunteer","teamGrantRequestLang1","Basado en las horas de voluntariado enviadas, su equipo es elegible para solicitar un"
"volunteer","teamGrantRequestLang2","Beca de Equipo. Por favor, seleccione a continuación."
"volunteer","teamGrants","Subvenciones del equipo"
"volunteer","teamProj","Proyecto de Voluntariado en Equipo"
"volunteer","teamProjInstruct","Si los voluntarios trabajan como equipo para este proyecto, con la meta de ganar la Beca de Voluntariado en Equipo para la organización asociada, tilde la siguiente casilla. "
"volunteer","teamRequest","Solicitar a una Beca en Equipo"
"volunteer","tellUsAboutYourExperience","Háblenos de su experiencia como voluntario."
"volunteer","text","Texto"
"volunteer","thankYouForVolunteering","Gracias por el voluntariado con"
"volunteer","thereAreNoPrograms","Actualmente no hay proyectos asociados a este programa. ¿Tiene una idea para un proyecto? Haga clic en ""Nuevo proyecto"" para compartirlo con nosotros."
"volunteer","thereAreNoPrograms","Actualmente no hay proyectos asociados con este programa. ¿Tiene una idea para un proyecto? Haga clic en ""Sugerir Proyecto"" para compartirla con nosotros."
"volunteer","thisAssignmentIsFull","Esta asignación está llena. Usted será añadido a la lista de espera."
"volunteer","thisProjectWaiver","Este proyecto requiere una renuncia. Por favor descárgala"
"volunteer","totalFunds","Total fondos aportados"
"volunteer","totalPageHours","Total por página"
"volunteer","totalVolHours","Total horas de voluntariado"
"volunteer","trackTime","Haga un seguimiento del tiempo dedicado a sus actividades de voluntariado."
"volunteer","unlimited","Ilimitado"
"volunteer","upload","Subir"
"volunteer","viewMyVolHours","Ver mis horas de voluntariado"
"volunteer","volGrantRecordCreated","El registro de Becas de Voluntariado ha sido creado de forma exitosa."
"volunteer","volGrantRecordCreating","Creando su registro de Beca de Voluntariado..."
"volunteer","volGrantRequestLang1","Basados en las horas de voluntariado enviadas, usted es elegible para solicitar una"
"volunteer","volGrantRequestLang2","beca. Por favor, seleccione a continuación."
"volunteer","volHoursDeleted","Las horas de voluntario han sido eliminadas de forma exitosa."
"volunteer","volMatchTip","Volunteer Match no pudo ofrecer resultados. Asegúrese de incluir un estado en su búsqueda. Por ejemplo, 'Charleston, SC'."
"volunteer","volunteerGrants","Donaciones de voluntarios"
"volunteer","volunteerHistory","Historial del voluntariado"
"volunteer","volunteerHoursDate","Horas y fecha de voluntariado"
"volunteer","volunteerMatchTerms","Términos y condiciones de Volunteer Match"
"volunteer","volunteerNowTooltip","Voluntarios Ahora"
"volunteer","volunteerProgram","Programa de Voluntariado"
"volunteer","waitlist","Lista de Espera"
"volunteer","waitlisted","Lista de espera"
"volunteer","waiver","Renuncia de derechos"
"volunteer","whatVolunteersDo","¿Qué harán los voluntarios hacer, a quién prestarán servicios, etc.?"
"volunteer","whatVolunteersDo","¿Qué harán los voluntarios, quien será ayudado, etc.?"
"volunteer","willBeInvited","(Se invitará a"
"volunteer","withinRadius","a 25 millas de"
"volunteer","youAreNotSignedUp","Usted no se ha suscrito a este proyecto"
"volunteer","youHaveBeenInvited","Ha sido invitado a participar en este proyecto. Por favor, responda la invitación que se encuentra a continuación"
"volunteer","yourApplication","Your application has been submitted"
