area,key,de-DE
volunteer,availableGrantAmount,Gesamter verfügbarer Beihilfe-Betrag
volunteer,birthdate,Geburtsdatum
volunteer,cancelProject,Projekt stornieren
volunteer,cancelProjectRegistration,Projekt-Registrierung stornieren
volunteer,cause,Ursache
volunteer,causes,Ursachen
volunteer,checkBoxes,Checkboxen
volunteer,creatNewEntry,Neuen Eintrag einrichten
volunteer,coordinatorName,Name des Koordinators
volunteer,coordinators,Koordinatoren
volunteer,createdAt,Erstellt am
volunteer,createProject,Projekt einrichten
volunteer,dateHoursVolunteered,Datum und Stunden der ehrenamtlichen Mitarbeit
volunteer,defaultAssignment,Standard-Aufgabengebiet
volunteer,denotesRequiredResponses,bezeichnet erforderliche Antworten.
volunteer,description,Beschreibung
volunteer,dontWorry,"Keine Angst, wir arbeiten daran. Schauen Sie später noch einmal nach."
volunteer,editHoursVolunteered,Stunden bearbeiten
volunteer,editHoursVolunteeredDesc,Tragen Sie bitte Ihre neue Stunden ein für
volunteer,email,E-Mail
volunteer,eligibleNonprofits,Ihre wählbaren Organisationen
volunteer,endDateAndTime,Enddatum und Zeit
volunteer,eventInformation,Veranstaltungsinformation
volunteer,featuredProjects,Ausgewählte Projekte
volunteer,filter,Filter
volunteer,firstName,Vorname
volunteer,fullProjectDesctiption,Vollständige Projektbeschreibung
volunteer,groupCreate,Gruppe erstellen
volunteer,groupDescription,Gruppenbeschreibung
volunteer,groupName,Gruppenname
volunteer,groupNewGroup,Neue Gruppe
volunteer,groupNewGroupDialog,Speichern der Teilnehmerliste als eine neue Gruppe.
volunteer,groupSaveGroup,Als Gruppe speichern
volunteer,guest,Gast
volunteer,invited,Eingeladen
volunteer,invitedNotInvited,Nicht eingeladen
volunteer,inviteSend,Einladungen absenden
volunteer,inviteVolunteers,Freiwillige einladen
volunteer,inviteUninvite,Nicht-Einladen
volunteer,joinWaitlist,Warteliste beitreten
volunteer,help,Hilfe!
volunteer,hoursVolunteered,Ehrenamtlich gearbeitete Stunden
volunteer,lastName,Nachname
volunteer,learnMore,Mehr erfahren
volunteer,leaveAll,Alle verlassen
volunteer,leaveAssignment,Aufgabengebiet verlassen
volunteer,leaveWaitlist,Warteliste verlassen
volunteer,loadingRegistrationInformation,Lade Registrierungs-Informationen ...
volunteer,logPersonalHours,Zeichne persönliche Stunden auf
volunteer,logHours,Zeichne Stunden auf
volunteer,maxParticipants,Maximale Teilnehmerzahl
volunteer,messagePlaceholder,Es war einmal ...
volunteer,messageVolunteers,Mitteilunge für Freiwillige
volunteer,minAge,Erforderliches Mindestalter von
volunteer,more,Mehr
volunteer,myGivingHistory,Meine in der Vergangenheit geleisteten Spenden
volunteer,myVolunteerism,Meine ehrenamtliche Mitarbeit
volunteer,myVolunteering,Meine ehrenamtliche Mitarbeit
volunteer,nameOfProject,Name des Freiwilligen-Projektes
volunteer,newProjectMessage,Mitteilung über neues Projekt
volunteer,newQuestion,Neue Frage
volunteer,noAgeRestriction,Keine Altersbeschränkung
volunteer,noFamOrFriends,Freunde und Verwandte sind nicht erlaubt
volunteer,noFeaturedProjects,Noch keine aktuellen Projekte
volunteer,noFeaturedProjectsDesc,"Keine Angst, wir arbeiten daran.  Kommen Sie bald zurück!"
volunteer,noMaxVolunteers,Keine Max Freiwillige
volunteer,noQuestionnaireResponse,Dieser Benutzer hat keine Antworten für den Fragebogen eingesandt
volunteer,nonprofit,Organisation
volunteer,nonprofitFocus,Organisations-Fokus
volunteer,nonprofitSelection,Organisationswahl
volunteer,noProjectHours,Keine Projektstunden gefunden
volunteer,noRegister,Registrierung nicht notwendig
volunteer,ongoingProject,Fortlaufend
volunteer,openings,Freie Plätze
volunteer,options,Optionen
volunteer,optionalSurvey,Wollen Sie eine optionale Umfrage ausfüllen?
volunteer,otherSettings,Andere Einstellungen
volunteer,partners,Partner
volunteer,postYourComment,Kommentar absenden
volunteer,pickList,Auswahlliste
volunteer,pickListWithText,Auswahlliste mit Text
volunteer,pleaseFillOutQuestionnaire,"Füllen Sie bitte diesen Fragebogen aus, um die Registrierung abzuschließen."
volunteer,privacy,Privatsphäre
volunteer,privacyInviteOnly,Nur Eingeladene
volunteer,privacyPrivate,Privat
volunteer,privacyPublic,Öffentlich
volunteer,program,Programm
volunteer,project,Projekt
volunteer,projects,Projekte
volunteer,projectName,Projektname
volunteer,projectImage,Projektbild
volunteer,projectInfo,Projekt-Info
volunteer,projectDateAndLocation,Projektdatum & Lage
volunteer,projectDescription,Projektbeschreibung
volunteer,projectIsOngoing,Fortlaufendes Projekt
volunteer,projectsNearMe,Das Projekt befindet sich in meiner Nähe
volunteer,questionnaire,Fragebogen
volunteer,questionText,Textfragen
volunteer,questionType,Frage-Typ
volunteer,recommendedDimensions,Empfohlene Abmessungen: 800px x 600px
volunteer,rejectInvitation,Einladung ablehnen
volunteer,registered,Registriert
volunteer,registrations,Registrierungen
volunteer,responses,Antworten
volunteer,resultsFound,Gefundene Ergebnisse
volunteer,registeredBy,Registriert von
volunteer,selectAdditionalCoordinator,Zusätzlichen Koordinator wählen
volunteer,selectAssignmentToLeave,"Wählen Sie die Aufgabengebiete, die Sie verlassen möchten"
volunteer,selectNewCause,Neue Ursache wählen
volunteer,selectNewSkill,Neue Fähigkeiten wählen
volunteer,selectProgram,Programm wählen
volunteer,signedUp,Registrieren Sie sich
volunteer,signUpFor,Registrieren Sie sich für
volunteer,signUpDeadline,Registrierungs-Frist
volunteer,signUpQuestion,Registrierungs-Fragen
volunteer,skills,Fähigkeiten
volunteer,shirtSize,Hemdengröße
volunteer,selectAVolunteerProgram,Wähen Sie ein Freiwilligenprogramm
volunteer,selectYourAssignment,Wählen Sie Ihr Aufgabengebiet
volunteer,sponsorOrganization,Sponsor / Partner-Organisation
volunteer,startDateAndTime,Startdatum und Zeit
volunteer,submit,Einsenden
volunteer,survey,Umfrage
volunteer,surveyQuestion,Umfrage-Frage
volunteer,tellUsAboutYourExperience,Erzählen Sie uns etwas über Ihre Erfahrungen als Freiwilliger.
volunteer,thankYouForVolunteering,Vielen Dank für Ihre ehrenamtliche Tätigkeit bei
volunteer,thisAssignmentIsFull,Das Aufgabengebiet ist voll. Sie werden der Warteliste hinzugefügt.
volunteer,thisProjectWaiver,Für dieses Projekt wird eine Verzichtserklärung benötigt. Laden Sie es bitte herunter
volunteer,thereAreNoPrograms,"Derzeit gibt es keine mit diesem Programm assoziierten Projekte. Haben Sie eine Idee für ein Projekt? Klicken Sie auf „Neues Projekt"" und teilen Sie es uns mit."
volunteer,unlimited,Unbegrenzt
volunteer,upload,Hochladen
volunteer,volunteerGrants,Freiwilligen-Beihilfe
volunteer,volunteerNowTooltip,Jetzt ehrenamtlich mitarbeiten!
volunteer,volunteerProgram,Freiwilligen-Programm
volunteer,waitlist,Warteliste
volunteer,waitlisted,Auf die Warteliste gesetzt
volunteer,whatVolunteersDo,"Was tun Freiwillige, wem wird geholfen usw.?"
volunteer,willBeInvited,"(wird eingeladen, um"
volunteer,withinRadius,innerhalb von 40 km von
volunteer,youAreNotSignedUp,Sie sind für dieses Projekt nicht registriert
volunteer,youHaveBeenInvited,"Sie sind eingeladen, an diesem Projekt teilzunehmen. Antworten Sie bitte auf diese Einladung weiter unten"
volunteer,addHours,Stunden hinzufügen
volunteer,addVolunteers,Freiwillige hinzufügen
volunteer,admin,Admin
volunteer,allAssignments,Alle Aufgaben
volunteer,approved,Genehmigt
volunteer,autoRegister,Einladungen automatisch registrieren
volunteer,boardGrants,Kommissionszuschuss
volunteer,check_boxes,Felder anklicken
volunteer,declined,Abgelehnt
volunteer,disableWaitlist,Warteliste deaktivieren
volunteer,disabled,Deaktiviert
volunteer,documentUpload,Dokumenten-Upload
volunteer,duplicate,Doppelter Eintrag: Sie haben bereits einen Kommissionsteilnahme-Eintrag für diese Organisation und dieses Jahr
volunteer,editDelete,Bearbeiten/Löschen
volunteer,editProject,Projekt bearbeiten
volunteer,eligibleToApply,Zum Bewerben berechtigt
volunteer,endDate,Enddatum kann nicht vor dem aktuellen Jahr liegen
volunteer,everyHour,Jede Stunde zählt!
volunteer,file,Datei
volunteer,findAProject,Ein Projekt finden
volunteer,fullProjectDescription,Komplette Projektbeschreibung
volunteer,grantMax,Zuschussmaximum für das Programm erfüllt
volunteer,inactiveBoard,Inaktive Kommissionsposition
volunteer,information,Informationen
volunteer,invite,Einladen
volunteer,invited,Eingeladen
volunteer,hoursTracking,Stunden verfolgen
volunteer,learnAbout,Mehr erfahren und für Freiwilligen-Gelegenheiten in Ihrer Gegend registrieren!
volunteer,leaveAssignmentTooltip,Registrierung für dieses Projekt abbrechen
volunteer,loadingData,Lädt …
volunteer,logPersonalHoursTooltip,"Wenn Sie 'Anderes/Kein Projekt' auswählen, werden Ihre Stunden NICHT einem Unternehmensprojekt zugewiesen, sondern werden als persönliche Stunden protokolliert."
volunteer,logHoursTooltip,"Stunden protokollieren, die für dieses Projekt geleistet wurden"
volunteer,manageVols,Freiwillige verwalten
volunteer,logMyVolHours, Meine Freiwilligen-Stunden protokollieren
volunteer,massLogHours,Massenprotokollierung von Stunden
volunteer,maxVolunteers,Max. Freiwillige
volunteer,moreHours,Mehr Stunden erforderlich
volunteer,moreGrants,Mehr Zuschuss verfügbar
volunteer,myProjects,Meine Projekte
volunteer,noAssignments,Keine Aufgaben
volunteer,noBoard,Es existiert kein Eintrag für Kommissionsbeteiligung
volunteer,noCoordProjects,Sie koordinieren derzeit keine Projekte.
volunteer,noMax,Kein Max.
volunteer,noneAvailable,Keine verfügbar
volunteer,noOpenBoard,s gibt derzeit keine aktiven Kommissionszuschussprogramme.
volunteer,noHoursLogged,Keine Freiwilligenstunden protokolliert
volunteer,noHours,keine Stunden für dieses Projekt protokolliert
volunteer,noproject,Keine Projekte
volunteer,noProject,Kein Projekt
volunteer,participantsSelected,Teilnehmer ausgewählt
volunteer,postProject,Projekt posten
volunteer,pick_list,Liste auswählen
volunteer,pick_list_with_text,Liste mit Text auswählen
volunteer,processing,Antrag wird verarbeitet ...
volunteer,projectComplete,Projekt abgeschlossen
volunteer,projectDetails,Projekt-Details
volunteer,projectHours,Projektstunden
volunteer,projectsICoordinate,"Projekte, die ich koordiniere"
volunteer,registrationOpen,Registrierung offen
volunteer,registrationClosed,Registrierung geschlossen
volunteer,roster,Dienstplan
volunteer,searchByKeyword,Suche nach Schlüsselwort
volunteer,selectAssignmentForHours,Aufgaben für das Protokollieren von Stunden auswählen
volunteer,selectProject,Projekt auswählen
volunteer,sign_up,Registrieren
volunteer,sign_up_question,Fragen registrieren
volunteer,shareStory,Teilen Sie Ihre Geschichte
volunteer,signedWaiver,"Klicken Sie unten auf den Button, um Ihre unterschriebene Verzichtserklärung zu senden."
volunteer,startDate,Das Anfangsdatum kann nicht vor dem aktuellen Jahr liegen
volunteer,suggestAProject,Ein Projekt vorschlagen
volunteer,suggestAProjectTooltip,Schlagen Sie ein neues Freiwilligenprojekt für dieses Programm vor
volunteer,suggested,Vorgeschlagen
volunteer,teamGrants,Team-Zuschüsse
volunteer,text,Text
volunteer,totalFunds,Beigetragenes Geld gesamt
volunteer,totalPageHours,Insgesamt pro Seite
volunteer,totalVolHours,Freiwilligenstunden insgesamt
volunteer,trackTime,"Verfolgen Sie Ihre Zeit, die Sie mit Freiwilligen-Aktivitäten verbracht haben!"
volunteer,viewMyVolHours,Meine Freiwilligenstunden ansehen
volunteer,volunteerHoursDate,Freiwilligenstunden & Datum
volunteer,volunteerHistory,Freiwilligenverlauf
volunteer,waiver,Verzichtserklärung
volunteer,whatVolunteersDo,"Was ist die Aufgabe des Freiwilligen, wem wird geholfen, etc.?"
volunteer,yourApplication,Ihr Antrag wurde eingereicht
volunteer,addTooltip,"Wählen Sie Personen aus, um dem Projekt hinzuzufügen. Dies umgeht Einladungen und registriert diese Teilnehmer für das Projekt automatisch. "
volunteer,autoRegister,Eingeladene automatisch registrieren
volunteer,availableHours,Verfügbare Stunden
volunteer,boardAlreadyRequested,Förderung für diese Organisation angefragt
volunteer,boardDatePassed,Nicht zutreffend
volunteer,boardError,Beim Erstellen Ihres Gremiumsteilnahme-Eintrags ist ein Fehler aufgetreten.
volunteer,boardGrantRecordCreated,Gremiumsfördereintrag erfolgreich erstellt.
volunteer,boardGrantRecordCreating,Erstellen Ihres Gremiumsfördereintrags …
volunteer,boardHoursNeeded1,"Sie haben nicht die erforderliche Anzahl an Stunden, die für diese Gremiumsförderanfrage erforderlich sind. Um eine Gremiumsförderung einzureichen, müssen Sie "
volunteer,boardHoursNeeded2,weitere Stunde(n) für die obige Organisation Freiwilligenarbeit leisten.
volunteer,boardRequest,Gremiumsförderung anfragen
volunteer,cancelProjectHelper,"Wenn ein Projekt abgebrochen wird, kann es nicht erneut aktiviert werden. "
volunteer,cancelProjectText,Dieses Projekt abbrechen
volunteer,endDateInfo,"Wenn Sie jetzt speichern, wir die Endzeit der Aufgabe(n) zur neuen Endzeit des Projektes geändert"
volunteer,endDateWarning,Warnung: Ein oder mehrere der Enddaten Ihrer Aufgaben liegen nach diesem Datum.
volunteer,enterGrantAmount,"Bitte geben Sie den Betrag ein, den Sie anfragen möchten"
volunteer,eventName,Event-Name
volunteer,grantAmountMax,Förderbetrag/Max.
volunteer,grantRequest,Eine Freiwilligen-Förderung anfragen
volunteer,inviteTooltip,"Wählen Sie Personen aus, um sie dem Projekt per E-Mail hinzuzufügen."
volunteer,leaveProject,Projekt verlassen
volunteer,loadingPrograms,Verfügbare Programme werden geladen
volunteer,logPersonalHoursTooltip,"Wenn Sie 'Sonstiges/Kein Projekt' auswählen, werden Ihre Stunden KEINEM Unternehmensprojekt zugewiesen, aber werden stattdessen als persönliche Stunden protokolliert."
volunteer,maxAmount,Max. verfügbarer Betrag
volunteer,mayNotEdit,Kann nicht bearbeitet werden
volunteer,mayNotEditInfo,"Sie können keine Stunden bearbeiten, weil eine Freiwilligen-Förderung eingereicht wurde"
volunteer,meetsAgeReq,Alle ausgewählten Eingeladenen treffen die Altersanforderungen
volunteer,moreVols,Mehr Freiwillige erforderlich
volunteer,myVolunteeringHistory,Mein Freiwilligenarbeit-Verlauf
volunteer,noActiveBoard,Es gibt keine aktiven Gremiumsförderprogramme im Moment.
volunteer,noBoard,Es existieren keine Einträge für Gremiumsteilnahmen.
volunteer,noBoardPrograms,Es gibt im Moment keine aktiven Gremiumsförderprogramme. Bitte versuchen Sie zu einem späteren Zeitpunkt sich erneut zu bewerben.
volunteer,noGuests,"Sie haben keine Gäste oder alle Ihre Gäste wurden eingeladen. Fügen Sie einen neuen Gast hinzu, indem Sie oben auf 'Hinzufügen' klicken."
volunteer,noHours,Freiwilligenstunden für dieses Projekt wurden nicht protokolliert.
volunteer,noHoursLogged,Es existieren keine Einträge für Freiwilligenstunden.
volunteer,noIndividual,Es existieren keine Einträge für Freiwilligenförderung.
volunteer,noMatchGroup,Teamförderungsgruppe nicht richtig eingerichtet
volunteer,noProjectsRegistered,Sie sind für keine Projekte registriert
volunteer,noOneInvited,"Sie wurden noch nicht eingeladen. Verwenden Sie die Tabs oben, um Personen zum Einladen zu finden. "
volunteer,noOpenAssignments,Für dieses Projekt gibt es keine offenen Aufgaben.
volunteer,noProjectOther,Kein Projekt/Sonstiges
volunteer,notAMember,Sie sind kein Mitglied von Gruppen oder alle Ihre Gruppen wurden bereits eingeladen.
volunteer,noTeamGrants,Es existieren keine Einträge für Teamförderungen.
volunteer,notEnoughOpenings0,Nicht genügend Möglichkeiten
volunteer,notEnoughOpenings1,Sie haben ausgewählt
volunteer,notEnoughOpenings2,"Personen, es sind jedoch nur "
volunteer,notEnoughOpenings3,Plätze verfügbar. Bitte modifizieren Sie Ihre Auswahl.
volunteer,notEnoughParticipants,Ihr Team verfügt nicht über genügend Teilnehmer
volunteer,noVolunteers,Keine Freiwilligen
volunteer,participateSurvey,Nehmen Sie an einer Umfrage über Ihre Erfahrung mit Freiwilligenarbeit teil
volunteer,projectCancelled,Ihr Projekt wurde abgebrochen.
volunteer,recommendedDimensions,Empfohlene Dimensionen: 800 px x 600 px
volunteer,skill,Fähigkeiten
volunteer,startDateInfo,"Wenn Sie jetzt speichern, wir die Anfangszeit der Aufgabe(n) zur neuen Anfangszeit des Projektes geändert"
volunteer,startDateWarning,Warnung: Ein oder mehrere Ihrer Aufgabendaten liegen vor diesem Datum.
volunteer,startEndWarning,Stopp! Das Enddatum kann nicht vor dem Startdatum liegen oder am gleichen Tag sein.
volunteer,teamApply,Für Teamförderung bewerben
volunteer,teamApplyButton,"Dieses Projekt ist für eine Teamförderung berechtigt. Klicken Sie, um sich zu bewerben!"
volunteer,teamGrantRequestLang1,"Basierend auf den eingereichten Freiwilligenstunden, ist Ihr Team berechtigt, eine "
volunteer,teamGrantRequestLang2,Teamförderung einzureichen. Bitte treffen Sie unten eine Auswahl.
volunteer,teamProj,Team-Freiwilligenprojekt
volunteer,teamProjInstruct,"Falls Freiwillige als Team für dieses Projekt arbeiten, mit dem Ziel eine Team-Freiwilligenförderung für die verbundene Organisation zu verdienen, klicken Sie bitte das folgende Kästchen an."
volunteer,teamRequest,Eine Teamförderung beantragen
volunteer,volGrantRecordCreated,Eintrag für Freiwilligen-Förderung erfolgreich erstellt.
volunteer,volGrantRecordCreating,Einen Eintrag für eine Freiwilligen-Förderung erstellen …
volunteer,volGrantRequestLang1,"Basierend auf den eingereichten Freiwilligenstunden, ist Ihr Team berechtigt, eine "
volunteer,volGrantRequestLang2,Förderung zu beantragen. Bitte treffen Sie unten eine Auswahl.
volunteer,volHoursDeleted,Freiwilligenstunden wurden erfolgreich gelöscht.
