area,key,nl-NL
volunteer,cancelProjectHelper,"Een project kan, eenmaal geannuleerd, niet opnieuw worden geactiveerd."
volunteer,cancelProjectText,Dit project annuleren
volunteer,endDateInfo,Nu opslaan zal de eindtijd van de opdracht(en) wijzigen naar de nieuwe einddtijd van het project
volunteer,endDateWarning,Waarschuwing: Een of meerdere van de eindtijden van uw opdrachten liggen na deze datum.
volunteer,enterGrantAmount,Voer het bedrag in dat u wilt aanvragen
volunteer,eventName,Naam evenement
volunteer,grantAmountMax,Toelagebedrag / max
volunteer,grantRequest,Vraag een vrijwilligerstoelage aan
volunteer,inviteTooltip,Selecteer personen om voor het project uit te nodigen via e-mail.
volunteer,leaveProject,Project verlaten
volunteer,loadingPrograms,Beschikbare programma's aan het laden
volunteer,logPersonalHoursTooltip,"Door het selecteren van 'Anders/Geen project' zullen uw uren NIET worden toegekend aan een zakelijk project, maar zullen deze als persoonlijke uren worden worden geregistreerd."
volunteer,maxAmount,Maximaal bedrag beschikbaar
volunteer,mayNotEdit,Kan niet bewerken
volunteer,mayNotEditInfo,U kunt geen uren bewerken omdat een aanvraag voor een vrijwilligerstoelage is ingediend.
volunteer,meetsAgeReq,Alle geselecteerde uitgenodigden voldoen aan leeftijdsvereisten
volunteer,moreVols,Meer vrijwilligers benodigd
volunteer,myVolunteeringHistory,Mijn vrijwilligersgeschiedenis
volunteer,noActiveBoard,Er zijn momenteel geen actieve bestuurstoelagenprogramma's.
volunteer,noBoard,Er zijn geen gegevens over bestuursparticipatie.
volunteer,noBoardPrograms,Er zijn momenteel geen actieve bestuurstoelagenprogramma's. Probeer het later nog eens.
volunteer,noGuests,"U hebt geen gasten, of al uw gasten zijn uitgenodigd. Voeg een nieuwe gast toe door op 'Toevoegen' hierboven te klikken."
volunteer,noHours,Er zijn geen vrijwilligersuren voor dit project geregistreerd.
volunteer,noHoursLogged,Er zijn geen vrijwilligersurengegevens.
volunteer,noIndividual,Er zijn geen vrijwilligerstoelagengegevens.
volunteer,noMatchGroup,Matchgroep voor teamtoelagen niet naar behoren ingesteld.
volunteer,noProjectsRegistered,U bent niet ingeschreven voor projecten
volunteer,noOneInvited,Er is nog niemand uitgenodigd. Gebruik de tabs hierboven om mensen te vinden om uit te nodigen.
volunteer,noOpenAssignments,Er zijn geen open opdrachten voor dit project.
volunteer,noProjectOther,Geen project/Anders
volunteer,notAMember,"U bent geen lid van een groep, of al uw groepen zijn al uitgenodigd."
volunteer,noTeamGrants,Er zijn geen gegevens over teamtoelagen.
volunteer,notEnoughOpenings0,Niet genoeg openingen
volunteer,notEnoughOpenings1,U hebt
volunteer,notEnoughOpenings2,"personen geselecteerd, maar er zijn slechts"
volunteer,notEnoughOpenings3,plekken beschikbaar. Pas uw selectie aan.
volunteer,notEnoughParticipants,Uw team heeft niet voldoende deelnemers
volunteer,noVolunteers,Geen vrijwilligers
volunteer,participateSurvey,Neem deel aan een enquête over uw beleving als vrijwilliger
volunteer,projectCancelled,Uw project is geannuleerd.
volunteer,recommendedDimensions,Aanbevolen afmetingen: 800 px x 600 px
volunteer,skill,vaardigheid
volunteer,startDateInfo,Nu opslaan zal de begintijd van de opdracht(en) naar de nieuwe begintijd van het project wijzigen
volunteer,startDateWarning,Waarschuwing: een of meerdere datums van uw opdrachten liggen voor deze datum.
volunteer,startEndWarning,Stop! De einddatum kan niet eerder dan of gelijk aan de begindatum zijn.
volunteer,teamApply,Een teamtoelage aanvragen
volunteer,teamApplyButton,Dit project komt in aanmerking voor een teamtoelage. Klik om een aanvraag in te dienen!
volunteer,teamGrantRequestLang1,Op basis van de ingediende vrijwilligersuren komt uw team in aanmerking voor het aanvragen van een
volunteer,teamGrantRequestLang2,teamtoelage. Maak uw keuze hieronder.
volunteer,teamProj,Teamvrijwilligersproject
volunteer,teamProjInstruct,"Als vrijwilligers als team voor dit project willen werken, met als doel om een teamvrijwilligerstoelage voor de geassocieerde organisatie te verdienen, vink dan het volgende vakje aan."
volunteer,teamRequest,Vraag een teamtoelage aan
volunteer,volGrantRecordCreated,Vrijwilligerstoelagedossier met succes aangemaakt.
volunteer,volGrantRecordCreating,Uw vrijwilligerstoelagendossier aan het aanmaken…
volunteer,volGrantRequestLang1,Op basis van de ingediende vrijwilligersuren komt u in aanmerking voor het aanvragen van een
volunteer,volGrantRequestLang2,toelage. Maak uw keuze hieronder.
volunteer,volHoursDeleted,Vrijwilligersuren met succes verwijderd.
